,objectDate,locus,city,objectName,subregion,period,Path,title,dynasty,reign,classification,medium,region
165,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443215.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
166,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443216.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
167,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443217.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
168,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443218.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
169,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443219.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
170,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443220.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
171,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443221.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
172,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443222.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
173,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443223.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
174,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443224.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
175,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443225.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
176,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443226.json,Textile Fragment,unknown,unknown,Textiles-Tapestries,"Wool, linen",unknown
177,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443227.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
178,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443228.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
179,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443229.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
180,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443230.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
181,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443231.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
182,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443232.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
183,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443233.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
184,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443234.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
185,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443235.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
186,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443236.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
187,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443237.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
188,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443238.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
189,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443239.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
190,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443240.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
191,4th century,unknown,unknown,Textile fragment,unknown,unknown,443241.json,Fragment with Ornamental Bands of Vases with Leaves,unknown,unknown,Textiles,"Wool, linen",unknown
192,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443242.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
193,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443243.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
194,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443244.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
195,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443245.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
196,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443246.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
197,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443247.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
198,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443248.json,Fragment of a Cover or Blanket with Interlace Square,unknown,unknown,Textiles,"Wool, linen",unknown
199,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443249.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
200,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443250.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
201,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443251.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
202,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443252.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
203,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443253.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
204,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443254.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
205,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443255.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
206,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443256.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
207,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443257.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
208,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443258.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
209,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443259.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
210,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443260.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
211,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443261.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
212,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443262.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
213,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443263.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
214,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443264.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
215,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443265.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
216,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443266.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
217,3rd-6th century,unknown,unknown,Textile fragment,unknown,unknown,443267.json,Fragment of a Cover,unknown,unknown,Textiles,"Wool, linen",unknown
218,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443268.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
219,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443269.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
220,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443270.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
221,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443271.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
222,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443272.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
223,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443273.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
224,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443274.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
225,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443275.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
226,4th century,unknown,unknown,Textile fragment,unknown,unknown,443276.json,Textile Fragment with a Leaf,unknown,unknown,Textiles-Tapestries,"Wool, linen",unknown
227,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443277.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
228,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443278.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
229,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443279.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
230,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443280.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
231,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443281.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
232,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443282.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
233,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443283.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
234,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443284.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
235,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443285.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
236,4th century,unknown,unknown,Textile fragment,unknown,unknown,443286.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
237,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443287.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
238,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443288.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
239,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443289.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
240,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443290.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
241,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443291.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
242,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443292.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
243,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443293.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
244,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443294.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
245,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443295.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
246,4th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443296.json,Fragment with a Star,unknown,unknown,Textiles,"Wool, linen",unknown
247,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443297.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
248,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443298.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
249,6th century,unknown,unknown,Textile fragment,unknown,unknown,443299.json,Tunic Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
250,late 3rd-5th century,unknown,unknown,Textile fragment,unknown,unknown,443300.json,Coptic Textile Fragment,unknown,unknown,Textiles,"Linen, wool",unknown
251,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443301.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
252,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443302.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
253,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443303.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
254,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443304.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
255,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443305.json,Ornamental Tapestry Panel,unknown,unknown,Textiles,"Wool, linen",unknown
256,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443306.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
257,5th century,unknown,unknown,Textile fragment,unknown,unknown,443307.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
258,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443311.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
259,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443312.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
260,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443313.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
261,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443314.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
262,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443315.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
263,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443316.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
264,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443317.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
265,3rd-4th century,unknown,unknown,Textile fragment,unknown,unknown,443318.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
266,4th-5th century,unknown,unknown,Textile fragment,unknown,unknown,443319.json,Fragment with an Armed Dancer,unknown,unknown,Textiles,"Wool, linen",unknown
267,4th century,unknown,unknown,Textile fragment,unknown,unknown,443320.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
268,4th century,unknown,unknown,Textile fragment,unknown,unknown,443321.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
269,4th century,unknown,unknown,Textile fragment,unknown,unknown,443322.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
270,4th century,unknown,unknown,Textile fragment,unknown,unknown,443323.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
271,4th century,unknown,unknown,Textile fragment,unknown,unknown,443324.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
272,4th century,unknown,unknown,Textile fragment,unknown,unknown,443325.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
273,4th century,unknown,unknown,Textile fragment,unknown,unknown,443326.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
274,4th-7th century,unknown,unknown,Textile fragment,unknown,unknown,443327.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
275,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443328.json,Fragment of a Cover or Blanket with Ornamental Square Featuring Flowers and Animals,unknown,unknown,Textiles,"Wool, linen",unknown
276,3rd-6th century,unknown,unknown,Textile fragment,unknown,unknown,443329.json,Fragment with Roundel and L-Shaped Band with Interlace Ornament,unknown,unknown,Textiles,"Wool, linen",unknown
277,late 6th-7th century,unknown,unknown,Textile fragment,unknown,unknown,443330.json,Ornamental Tapestry Panel,unknown,unknown,Textiles,"Wool, linen",unknown
278,4th century,unknown,unknown,Textile fragment,unknown,unknown,443331.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
279,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443332.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
280,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443333.json,Fragment of a Tunic,unknown,unknown,Textiles,"Wool, linen",unknown
281,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443334.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
282,5th-6th century,unknown,unknown,Textile fragment,unknown,unknown,443335.json,Textile Fragment,unknown,unknown,Textiles,"Wool, linen",unknown
